epoch,lr,train_mse,train_mae,train_rmse,train_mape,train_r2,val_mse,val_mae,val_rmse,val_mape,val_r2,tiempo_epoca_s,its_por_s,muestras_por_s
1,0.0005,0.2345904340340484,0.35328332561637055,0.48434536648351284,178.4633580001294,0.7587020556082636,0.14846322157099448,0.3184660630540501,0.38530925445801906,19.40236917073831,-1.694893730031952,0.7041022000000794,68.1719216329598,17149.49903579145
2,0.0005,0.10575609494193494,0.24666057806947958,0.3252016219853999,135.6867716041707,0.8926593176277035,0.10212949181844332,0.25016675293629215,0.31957705145777177,15.273739192490217,-0.7833029432055837,0.46844899999996414,102.46579670359777,25776.551983248813
3,0.0005,0.09536789759222271,0.23255863304834187,0.30881693216568085,129.6423726943117,0.9033894622646751,0.06466667873306327,0.194295250976519,0.25429643869520324,12.30253941647006,-0.08177822310470609,0.4879720000001271,98.3662997056952,24745.27226971395
4,0.0005,0.09162931584670184,0.22699301551834644,0.3027033462760229,123.65382695421175,0.9072989236642115,0.10119591489002723,0.24766108610346518,0.318113053630352,15.132749021604189,-0.8032972132505932,0.4866135999998278,98.64089289739742,24814.349619501536
5,0.0005,0.0868779454005431,0.22069924093057897,0.29475064953370855,122.54886257132141,0.9118216695795395,0.09841408782069946,0.24075664549570208,0.313710197189539,14.751866704361422,-0.7593092815566048,0.504522599999973,95.13944469485128,23933.516556048526
6,0.0005,0.08377038564371025,0.2170216136812917,0.2894311414545958,120.87139876024077,0.9150654063165558,0.11326320114983354,0.2616329421360994,0.33654598667913654,16.013267239742785,-1.0907511784570567,0.48757849999992686,98.44568618182959,24765.242930116507
7,0.0005,0.07951773021840654,0.21115174746538048,0.2819888831468477,118.40894591147855,0.9190967655231247,0.148714300830351,0.30937984047741046,0.3856349320670406,18.946912061558486,-1.846123108361433,0.5288511000001108,90.7627874840195,22832.513726448655
8,0.0005,0.07790529484457605,0.2095897681051653,0.27911519995259315,115.38502586980785,0.9207987675903747,0.1295517080923105,0.2783158229444766,0.3599329216566755,16.93726009949445,-1.4695430903690359,0.5245222999999442,91.51183848619041,23020.946869182273
9,0.00025,0.07039187656210323,0.19827944206895295,0.265314674607537,110.26901213778225,0.9285052132952041,0.1623522312055013,0.31884911643525954,0.4029295610966032,19.49767293125042,-2.191630969279648,0.5472300000001269,87.71448933718705,22065.676223886116
10,0.00025,0.06794259123612141,0.19481105391283213,0.2606579966855447,107.76787164786835,0.9308464471943383,0.16645620218854001,0.3207932522982928,0.4079904437465907,19.5826400244449,-2.2811021105565925,0.5242932000001019,91.55182634447799,23031.006314782746
11,0.00025,0.06560826950623629,0.19189184374814203,0.25614111248730903,107.3905557333115,0.933357700526591,0.21768297439582246,0.37932585094420174,0.46656508055771007,23.271378503636086,-3.3635407363788183,0.5139613000001191,93.39224568073293,23493.986804059376
12,0.00025,0.0630796041526286,0.1880430349183132,0.25115653316732295,104.70302597140673,0.935947534174159,0.2311191133929856,0.3881087681428929,0.48074849286605736,23.778522583120633,-3.7205893304417037,0.582296599999836,82.43221753314981,20736.854723182998
13,0.00025,0.0612485355342397,0.1860711402688214,0.2474844147299779,103.7223622734749,0.9376976388137533,0.2653790678569585,0.41979205905840267,0.5151495587273258,25.75005135621396,-4.445270183419858,0.5225917000000209,91.84990882939412,23105.992689894458
14,0.000125,0.057960868588885904,0.1808441193799795,0.2407506356977815,100.72986736036975,0.9411970159824837,0.25833871503413935,0.4149612731501708,0.5082703168926348,25.466254412356676,-4.373605618855869,0.5201047999998991,92.28909250598977,23216.474833538054
15,0.000125,0.056830882003095086,0.17939060083087185,0.238392285955513,100.22797068973011,0.9423157952784504,0.230503091419911,0.3864985878865659,0.4801073748859842,23.69918144211972,-3.804543267777138,0.5170697000000928,92.83081178415867,23352.751089452417
16,0.000125,0.055469242746847267,0.1774260525969985,0.23551909210687627,98.57160462247165,0.943633587236977,0.25532525065352135,0.4080265685870041,0.5052971904271004,25.03050627975793,-4.359121542394124,0.5257718000000295,91.29436002462913,22966.237443695765
17,0.000125,0.054335387927898465,0.1756123481120135,0.23309952365437914,97.98912916353277,0.9447130999604614,0.27320551435226137,0.42648247804306794,0.5226906488088928,26.207146774451818,-4.749944899600741,0.4991095000000314,96.17128105154677,24193.087889529732
18,0.000125,0.05251850770929092,0.1726823557101915,0.22916916832176817,96.69235104389072,0.9468459978755216,0.28263785298489086,0.4345970839096746,0.5316369559999482,26.71351197877932,-4.973668277667616,0.5029735000000528,95.43246314168631,24007.229009080464
